Sponsor Seniority (Years),Sponsor Party Majority (1/0),Is Committee Chair (1/0),Majority Party in House (1/0),Margin of Majority (Seats),Pre-committed Cosponsors,Proportion of Majority Cosponsors,Historical Passage Rate (%),Sponsor's Past Success Rate (%),Majority Party Approval Rating (%),Passed
26,1,1,0,34,9,0.18663993979768256,79.7998035219224,15.585153655144346,51.670412797640616,0
8,1,1,1,37,43,0.025689644869408168,73.85460533969635,24.344261676541066,35.24319446818812,0
28,1,1,0,6,10,0.28454138567693377,6.379455625359787,84.21937308731145,60.646284063311114,0
28,0,1,0,7,78,0.4430337063376194,38.722314121020695,20.93060758342086,67.29775913509403,0
37,0,0,0,32,79,0.6171059444286563,28.27654570600986,7.252231695448142,67.89227596947848,0
36,1,0,0,32,80,0.8499593305032054,30.44904243540304,70.32800540422505,44.76070929644691,1
27,0,0,0,25,89,0.19624571670616564,98.29468795547008,40.2526355490142,35.42067494243016,0
17,0,0,0,33,1,0.1255497898984771,64.27774134799279,92.00400525459035,50.73598506532261,0
9,0,0,1,7,49,0.9634799474743275,71.76761577934995,65.02550710936616,34.504369173968826,0
33,0,0,0,12,11,0.10804455937640711,97.66176373150091,9.041897779166074,67.35949674050468,1
20,1,0,1,16,89,0.47849107010718916,37.72017824576387,94.78565672536607,37.343185094205836,1
13,1,1,1,16,22,0.5855637287933019,80.1840168452806,25.85572636402459,40.110634398046564,0
28,1,1,1,43,17,0.5413744209074383,43.45309633044954,33.72124904062858,46.26546107539882,0
29,0,1,1,36,61,0.0860321570329432,86.95336718149798,40.2260413683542,45.32657874236503,0
13,1,1,1,13,95,0.05702691400361937,18.06575413113032,5.122429640431325,61.78651569591556,1
35,1,0,0,7,61,0.10548342746103567,94.76861770642796,49.65154222306049,48.25267282203849,0
6,0,0,0,36,37,0.5855876838726125,21.877170841087967,12.331849107529225,36.830730400133476,1
18,0,1,0,47,66,0.5443448876343211,32.622050698093155,40.097032668835176,40.68839581944296,0
5,1,1,1,9,37,0.23374079203674425,75.61922341067805,35.07097879920843,50.36453540750088,1
25,1,0,0,32,66,0.6377741418455916,39.37551415654067,77.28400834265034,35.898156697045394,1
2,1,1,0,11,93,0.8200675020556494,60.82113767664467,80.3170511632731,54.46622702584057,0
10,1,1,0,8,60,0.041578959846593766,44.45735010694285,15.3412882389088,52.629892262045836,0
30,0,1,0,33,0,0.4981299435480424,74.23699370897819,36.65511873792262,58.58809265529031,0
5,1,1,0,23,93,0.6893104121026903,22.833125236861086,37.33531610318317,67.50818461517471,0
33,1,0,1,25,44,0.2523119270696871,5.8457987236877,15.141044393608505,66.49018244404623,0
1,0,1,0,8,95,0.3077709052931491,29.992939747306625,79.84535050511906,67.84302472275326,0
18,1,1,1,45,27,0.6136379029893838,47.43086648684303,70.72283283354233,39.78862388094804,0
32,0,0,1,22,20,0.8979352934437369,16.80200521926786,19.038178629703474,35.262612265574184,1
11,0,0,1,4,12,0.8099244203028994,35.47972896563887,36.6721908593799,42.09106801985794,0
21,0,1,1,40,26,0.5831302190995835,39.998301829356855,10.580502485651422,65.80340691065258,0
26,1,0,1,3,99,0.7302217177572492,5.739184368827354,62.820659709304394,68.88213898493953,1
25,1,1,0,29,6,0.3648224702077987,58.33072481842046,12.137192454861967,64.37299804281903,0
22,0,1,0,41,21,0.6409655280987577,88.43434279712875,98.59341686249178,34.40070884510175,0
27,1,0,0,29,73,0.46618159112755697,15.174291295305242,78.06820746878623,67.89711992239172,0
13,1,1,1,34,52,0.1899361364575609,59.7808013401514,39.023854958399504,46.93432109403144,0
33,0,1,0,34,78,0.7017382738772572,66.47392049108463,57.85639322793544,30.37241163049415,1
34,0,1,0,28,78,0.556464637348822,41.93346804192883,91.13418162164088,47.69574962992775,1
35,1,1,1,13,3,0.3586215819535914,70.109758736427,55.40992803958261,31.842766787018704,0
1,0,0,1,15,95,0.9113391900786307,41.0731543491012,17.44984863979552,51.7551168464447,0
21,1,0,1,23,22,0.020934117826733267,50.46372879774349,37.87033555811593,43.54216109748205,1
6,1,1,1,44,69,0.315773151249496,0.735304455442698,84.31448650297455,48.93739734376195,0
28,1,0,0,26,87,0.05688139777764656,69.17201141346888,64.42130159896179,54.52681442972468,1
17,1,1,1,4,83,0.7665273162216272,66.13426789447244,65.07243843338003,64.75204383271281,1
5,0,1,1,26,83,0.7021074541137926,3.8400877326344562,86.68214856884892,56.476063058877145,1
31,0,1,0,40,75,0.33135221873631704,36.82501073951331,89.39730574625047,47.36195473912723,0
5,0,1,0,9,32,0.675662902207073,97.90318407916673,91.97925717794362,62.777114146814604,0
38,0,1,1,5,27,0.39593722619594984,42.07365625686168,9.48491932531561,66.22328550292528,0
3,1,0,0,32,7,0.7562537914224343,50.19454051318417,54.41260019631009,34.79039865728789,1
23,1,1,1,20,0,0.4541836627367061,90.99301581597186,74.05095212183186,51.27731910211166,0
37,0,0,1,11,36,0.41227972783166555,71.72618758657563,75.69268451270138,41.380478389697764,0
37,1,0,0,15,62,0.934729915488301,58.20701311242236,60.67162019700039,31.882447915077897,1
10,1,1,0,32,21,0.25087909989070023,79.78046813410725,16.678733518367416,56.74186780455941,0
10,1,1,1,28,69,0.12044733999656543,86.43662664559733,79.74205539416643,64.51083109836902,0
19,0,1,1,22,20,0.5845431132594582,45.68880717372669,72.01113335149458,36.516106179095765,0
17,0,1,1,41,95,0.9693218122841789,47.51083649318354,8.613577154903629,62.49654630495602,1
21,0,1,0,17,34,0.37783921372718665,38.60509356518358,46.380982467437626,64.13582934147766,0
14,1,0,1,26,78,0.06203676362878152,96.67061400184606,17.39773995218036,66.57361770665935,1
9,0,1,1,44,4,0.33930526730956745,69.71662542903503,33.74770457129719,40.611403563442096,1
1,0,1,1,7,59,0.5059316543195584,8.322306620807229,1.8081092205685434,66.15812260759557,1
13,0,0,1,42,45,0.1619230066322137,86.29596233130185,40.032986841075825,42.82651018945729,0
4,0,0,1,26,49,0.658102218056492,48.05599408362681,54.987692115621044,52.09352053822011,0
1,0,1,0,25,47,0.9977493890102006,6.875390642248746,61.95825928270868,32.020298833291285,0
32,0,0,1,10,5,0.4517394759814438,54.971725516331105,66.34903451287101,31.755243534749745,1
34,1,1,1,45,88,0.35472855673021264,41.716427897570206,83.629131310246,58.814928509288116,1
28,1,0,1,19,55,0.40070416683446664,87.7749404862625,21.546290727573002,47.77919911911164,0
31,0,0,1,11,58,0.11514617839520114,20.399460360938736,12.048182243846794,40.2516950147687,1
8,0,1,0,13,28,0.8832736014262238,82.6464609492183,85.15371718979256,37.61653984099641,0
39,1,0,0,8,70,0.414825655521352,55.768869118545275,15.661281489264988,56.798139634368724,0
26,1,0,0,40,76,0.3872744114248413,5.461030321346905,97.47600813361953,30.016061761013596,0
34,0,0,1,4,17,0.6596902729304743,97.18453013254846,84.2538229398637,62.23564676787417,0
3,0,0,1,47,1,0.4420334209311235,51.26152441031999,50.08766058895991,33.169984245197156,0
12,0,0,0,31,7,0.648233468807846,29.08768542315825,98.14214249220252,37.65958459632478,0
1,0,0,0,28,74,0.061446290130787506,46.94068419892581,9.737672910800422,45.44945581196359,0
5,1,1,0,11,96,0.8137233437222274,85.7857783517489,30.306576117510165,49.39434958864415,1
30,0,1,1,43,53,0.9405039528794026,30.49031243850635,63.822441504061146,44.19980463255767,0
30,0,0,1,1,37,0.648765386159386,19.26763964867003,35.00068684731787,42.82848659937176,1
17,0,1,0,49,47,0.9545659288588108,12.907124693088146,92.83725519807918,68.55664048292753,1
23,0,1,0,47,26,0.1514323143699633,29.785939839021125,6.562608817781756,55.66318724973577,0
15,1,1,0,38,19,0.4774161894803537,78.00480870400435,54.941183206096454,30.93731821469553,1
37,1,0,1,24,11,0.6018067339454473,47.16263651952617,59.08662673951145,47.20703633777253,1
21,1,1,1,47,42,0.5817366474211867,22.748160369353997,65.27281237772242,65.00034798975881,1
14,0,0,1,31,60,0.40146177908904324,16.61849996097492,25.566622333181442,42.05824745642672,0
2,0,1,0,41,30,0.3380844093662614,33.27294765103791,36.45664275198644,33.78225379097553,0
11,1,0,0,46,90,0.1268240225504188,93.99243728857088,84.36805296649777,60.335390863596714,0
39,0,0,1,26,95,0.3917424505622782,34.30267125900244,19.494276897015983,54.240553277443254,0
38,0,1,0,49,60,0.16266081510548513,98.81240759546354,82.68678471733621,52.812500313060156,0
34,1,1,1,5,73,0.7343656764922184,48.523045576535615,56.26554229027424,32.143062384296314,1
38,1,0,0,20,66,0.20883093549458998,17.916391829015087,76.21875111940821,35.61996039182069,1
34,1,1,0,41,90,0.05856530528453385,89.11400917935094,71.36073662634715,54.90197584852455,0
18,1,1,0,11,34,0.5523661378172343,46.03553731348269,20.7511495384879,38.312953658353436,1
30,0,1,0,33,94,0.5952297327194016,70.96713435045244,56.88127364338729,50.16280318993697,1
15,0,0,1,38,14,0.8719130612805055,98.37115832091517,86.77231528050923,51.79526744117574,1
27,1,0,0,27,15,0.5769816124176819,5.0175350319974,43.211623680192936,41.34028761083758,1
34,0,1,1,34,12,0.3454808537234457,9.669455978756714,96.65907702233167,67.93700622165971,0
38,1,1,1,15,34,0.8030118815263205,72.04567414627562,45.221510010171805,63.698564273423,0
33,1,1,1,32,74,0.5402788931874211,28.1825003295472,14.278563666788468,58.89494030531194,0
24,0,0,0,21,58,0.07928028463119174,18.430139695009906,38.94346800776732,33.119754656376365,1
15,1,0,1,46,20,0.5658505603132467,3.9361879819729495,95.17024063905372,34.245200772360775,1
30,0,1,1,5,53,0.9080185454216624,2.1846711986201806,31.97208493398542,49.711253834598224,0
17,0,1,1,6,74,0.39631262549822055,77.4485603119791,86.80981598670628,36.428533967639424,0
5,0,1,0,38,29,0.29632580189980007,13.443342736955,88.12506816818897,69.13061854117896,1
29,0,1,0,22,47,0.14346945701802005,46.77206159711509,35.01865243319611,36.340809361096376,0
4,1,1,1,18,34,0.15144552193535732,60.5896815179483,8.325765805063213,49.498713418558964,0
10,0,1,0,14,85,0.4327714843418189,42.835180056884624,72.45579091588182,44.56484227366022,1
17,1,0,1,10,37,0.5956798241615295,2.7106652336233106,31.1512299013986,55.57545685816392,1
10,1,1,1,46,30,0.08061540516960175,78.35015025879089,78.29236142575724,35.161456355576995,0
17,1,0,0,13,77,0.9395685890251657,1.0513224541653488,44.26548482604331,47.212657121695635,1
20,1,1,1,31,23,0.7551336174451959,76.1889894377484,48.52667423426216,40.988201312285746,0
24,0,1,0,30,48,0.5866239182836627,89.33044937881228,77.79094067485369,65.51006098686753,1
5,0,0,0,3,95,0.8284386709389908,43.28399210571723,38.23633310616279,31.623428485387805,1
34,1,0,1,30,99,0.08018675681211329,53.554247309779825,44.31273453229145,66.54909976025837,0
6,1,0,0,6,31,0.4768388777331244,47.698339261765376,37.619046876962216,63.31976554212002,1
2,0,0,0,29,54,0.6300931268616634,38.920861862343884,36.734051527728,41.90282865763262,0
13,1,1,1,8,78,0.8286529061182892,88.74245353703603,52.594657690145944,61.57162618708419,1
11,0,0,1,44,57,0.7834695600492677,89.39335106699905,80.87994445011508,31.248542413549902,0
23,1,1,0,45,98,0.27706924971339963,33.581636464153455,36.176831192256586,68.67462201173575,1
16,0,0,0,43,2,0.9408801695592043,61.5069754014698,52.42547205377367,51.063797703591575,1
31,1,1,1,44,79,0.12434584143087035,92.69075621458641,67.07273254426008,42.13124104261781,0
11,1,1,0,33,68,0.8751336186211521,96.20584989413516,26.9439446303655,44.50332850378708,1
16,0,1,0,17,84,0.9709402496046186,50.895904042204755,27.752280490239258,32.6562141384199,0
8,1,1,0,48,9,0.17715352322262556,45.28248052843268,93.34131270234548,69.57398056168157,1
4,1,1,0,11,82,0.7220660642037853,27.869431592852578,72.35345733310886,31.571677806027697,1
4,0,1,0,13,24,0.040285518777998464,95.887187319041,57.71866762233089,56.19628492591436,0
25,1,0,0,11,67,0.40542282513915495,14.281430447286736,64.7720054420612,47.70943710825833,1
3,0,1,0,31,60,0.516283299197674,57.9829576047725,2.9299443103418366,67.95664872754861,1
32,0,0,1,28,28,0.5806452259096341,28.255026751863888,61.81029655616969,39.83998961227181,0
3,1,0,1,44,18,0.9359372482485595,27.90082903477966,50.95088732242019,51.28347295752045,1
27,1,1,1,6,42,0.6722506872941947,40.496858737618844,54.574967977943565,49.294248343310116,0
29,1,0,1,41,65,0.481277951219237,99.87929358156545,35.94238268308171,58.11465776200406,0
32,1,1,1,16,73,0.8096750362658893,5.4966306839822066,8.14738977129419,32.720409278096824,0
19,1,0,0,4,60,0.9505328209544089,57.85418182035315,19.33392336120522,37.751565200934195,1
21,1,1,0,35,42,0.022066148682290843,8.257215803527718,95.07447132126717,38.58259280371399,1
5,1,0,0,48,24,0.9825212722560387,15.452082999051896,40.8699562270934,59.52603019366759,0
18,0,1,0,26,19,0.08613213906368034,43.95629417728987,46.66831558308642,37.5655478530696,1
28,1,1,1,12,47,0.8143867792687614,51.04601313464413,5.270978985343899,52.93967055563907,0
22,0,1,0,11,82,0.2803347525514125,25.8792408364524,3.756622954398059,38.609752820038146,1
21,1,1,0,37,86,0.13217965775387175,31.645713087441617,71.71814470467577,64.46499800335914,0
6,1,0,1,25,23,0.4398556397138349,8.696702025593305,53.80946641211113,67.68741817958553,0
1,0,1,0,18,10,0.6439565794476135,30.32197838442505,50.87059842162667,50.73971899768962,1
5,1,0,0,19,97,0.380951845023475,96.6558439380544,24.312453042266867,44.09235536836713,0
12,1,0,1,23,54,0.05456540828269896,94.47073816724817,74.47507316299222,39.36231100069996,0
26,0,0,0,38,27,0.5994611396587166,33.4878290136985,16.82365791084919,31.99124006092175,1
34,1,1,0,18,68,0.9024032761106747,57.08539362787616,18.993474366102003,40.74000304789982,0
14,1,0,0,26,62,0.3832153659472517,90.95953911109443,46.07121713482755,56.16943119781271,0
26,1,0,0,6,58,0.21633277763082703,0.6183822640896675,28.62798621119409,51.344677252368434,1
27,0,0,0,4,4,0.4425773459328154,81.06835703375918,24.746298123314638,67.7616511312371,0
9,1,1,1,44,50,0.04836271104878087,94.83695527889189,64.52376445533316,45.851090499668025,0
26,1,1,1,29,20,0.8204875844802748,9.132573433355706,65.09717452185446,57.754533693135784,0
22,1,0,1,34,11,0.8263408109501867,16.144768603292103,82.45170697999292,49.572909899004856,0
30,1,1,1,17,49,0.5880004634296284,96.07463027713554,41.77085669729759,50.503048636968465,0
17,0,1,1,43,3,0.3531028889383895,53.75401436403463,7.308509102615024,40.7109725841647,0
26,0,0,1,43,41,0.7997833644457834,1.4196634471723701,27.366638492145768,48.198031073679985,0
36,1,0,0,16,83,0.5546870247883672,25.763199876352914,98.00054631968169,48.831399880508286,0
1,1,1,1,2,37,0.8259323085500162,44.99436742688596,59.62585752327021,58.26570086995736,1
8,0,0,1,34,24,0.6314587925830206,69.29089110247676,70.97370848010203,67.62559996744456,0
35,0,1,0,8,13,0.7844054732127973,73.31603781367996,0.7357829625414536,43.172851099300175,0
15,1,1,0,13,74,0.59856299321776,99.54215129254561,51.820573218252086,31.688018743251938,1
22,0,1,1,42,31,0.4141410682156662,28.7511199383759,3.7528657531803122,49.85180502002559,0
14,1,1,0,8,10,0.9579458599261376,53.82201018684752,56.9230212091448,51.77845328596675,0
26,0,1,1,30,60,0.5411138248788447,53.332354785960504,92.07708496360753,36.73762204527661,0
28,0,1,0,32,17,0.6050895185405384,40.56452594472375,96.84191305004079,60.41858425104267,0
23,0,0,1,36,26,0.22048763941474925,16.91618938424202,54.055267538892416,69.39716433765966,0
14,0,0,0,47,54,0.6256507894272765,97.74565631838425,45.8204805252216,67.83098868033844,0
24,1,1,0,30,53,0.5716076494829438,85.3317186666586,94.5017094248494,37.88424155294609,1
2,0,1,1,1,81,0.18483839794702495,49.83330282942372,67.3609831996695,65.01452959603043,1
26,0,1,1,43,86,0.059587097353143714,60.32454226840298,6.489927953840946,58.17974545646739,1
14,1,0,1,39,74,0.6043593197147711,22.72610535596623,46.57255776674975,48.153862552276465,1
7,0,1,1,17,20,0.7636922693503205,54.37870703917469,24.02450184643039,51.62443977298916,1
3,0,0,1,20,43,0.5234013709220082,69.49701331214759,46.98043214486815,63.98400699929832,0
23,1,1,0,24,4,0.2267726253196457,51.51670283865888,45.54655720063617,49.205397585534925,0
18,0,1,1,22,86,0.6665219766930349,99.02851705849413,58.2144802814742,44.92829476420508,0
38,1,0,1,29,40,0.08010572660960225,61.13416562477262,35.677049034925126,49.72989972103943,0
35,1,0,0,22,58,0.4418337048019546,37.09737125921691,16.427044945592804,53.16519216140196,0
15,1,1,0,44,88,0.1633667583984202,77.21520276158381,50.37194345899563,37.56310615113395,1
25,1,1,1,9,53,0.18445905105988336,17.046251158164203,83.0202884345762,66.03630921067963,1
37,0,1,0,37,73,0.20229394915820365,38.451581370626656,66.40122280676023,56.967477953184556,0
28,1,0,0,10,21,0.3867070570439779,34.69589503775858,33.836786592521584,55.33075669349955,0
10,0,0,1,36,82,0.051150205620397626,43.180709510777724,93.55230227588572,33.97984904722553,0
39,0,0,0,37,64,0.3977934409290982,78.17798259287262,91.22075712491822,54.16695752690367,1
17,0,0,0,28,63,0.5117074471147008,48.41730321634075,20.934839938409876,34.83842648953969,1
39,0,0,1,28,70,0.4832942849663252,79.40144502659628,3.9417585120362975,33.14790700781596,0
22,0,0,1,42,3,0.38278410040304056,57.64889031398659,74.13087083507622,51.09243582569573,1
26,0,1,0,43,64,0.8391466080707525,34.206943465755536,82.76102613491533,46.1114213618598,0
25,0,1,0,21,14,0.1453266924205041,80.99787436834724,96.78645659513553,53.55241080624893,1
17,0,0,1,24,75,0.505696743781374,23.828967055309157,88.98363940883107,33.56888672228954,1
13,0,1,0,42,21,0.062041416956554296,22.43829797997955,60.053476820641485,47.239322513890336,0
20,0,1,0,40,85,0.07115567887790974,50.45029240548358,53.00523392123808,36.99146860180632,1
25,1,0,0,2,46,0.5738658496770963,26.084924596208893,2.784105126258629,69.48400343696466,1
4,1,1,1,8,80,0.566018424887821,0.9087034951216322,24.665644684477783,52.44600849740698,0
10,1,0,0,48,92,0.878033512844457,64.82975272988016,45.96147517329264,57.49747443763469,1
3,0,0,0,27,45,0.5578736756600732,51.1093821472398,62.85039000835678,43.01673122730431,0
18,1,1,1,22,13,0.9597910204048502,44.55178144931612,55.725183331841066,33.78955659117376,1
36,1,0,0,37,49,0.04869484839992977,96.69685146183153,74.26359896816905,69.03483451134147,0
22,1,0,0,27,19,0.09800768478074107,57.11991839629137,27.976693088704085,41.45036141532733,0
34,0,0,1,29,49,0.04406586157038139,86.34315777893845,56.49526076524732,46.95232740694297,1
8,0,0,1,3,32,0.18527685033354002,13.945023620516018,8.814224339079214,55.994556868103004,1
19,0,0,1,44,58,0.5412701109416781,56.92064631294277,41.366552358320696,30.98789190744445,0
37,0,0,1,13,42,0.645572181427428,86.7979626730903,75.0160832954601,62.410365220691475,1
6,1,0,0,45,78,0.0455851579486688,58.3105757279898,69.3400853429044,51.46312760114481,1
26,1,0,0,10,11,0.9459708898455993,71.80141781270015,99.0642737172179,41.12868748275289,1
34,1,1,1,36,39,0.842165376650381,37.20435678122074,27.7891125987756,32.46431941169877,0
6,1,1,1,9,19,0.2966124821570931,9.244951703706661,49.81892991739792,36.49993661897766,0
37,0,1,0,27,93,0.07718753022646796,45.79002951270714,32.95304137739967,65.80135435413747,0
33,0,0,1,34,37,0.16988707321905727,39.44793908388575,44.060311405917474,57.44096895743564,1
22,0,0,0,1,2,0.12694441375497267,86.70601823789474,85.6950129869388,39.99606886547559,1
21,1,1,1,32,27,0.12328377929894685,24.399530235247223,68.42090751884867,32.62403059780118,0
6,0,1,0,25,55,0.5185616886657339,96.6734227535108,88.24411913475817,57.624612495465456,0
6,0,1,1,29,89,0.2458474424934003,95.81381198044961,20.351110833188645,52.896309038710605,1
4,1,0,1,7,93,0.35813971652914445,24.76316430714387,87.3361117841438,46.1807809783294,1
30,1,1,0,49,12,0.9895053333843224,34.80519554773205,5.976227417838443,44.544457967602554,1
11,0,1,1,3,76,0.6843142489253448,89.55557408738851,88.85992804371524,38.67257103716433,1
30,0,0,0,20,65,0.9489806670470013,96.66222208961075,32.90737794607279,56.78445026150071,0
31,0,1,0,20,36,0.1425565550331156,44.3439102836044,31.458763341406648,68.82672111175482,1
24,0,0,0,30,48,0.38213947483256927,32.099704564089784,51.20885766986639,37.028609833473034,1
9,0,0,0,35,65,0.5547318032823543,52.6094013251542,94.06901877232318,53.884664800620136,0
3,0,0,0,35,35,0.07675806188873802,68.77692063657348,4.778136468140537,46.96740222983905,0
31,1,1,1,49,53,0.004187443627957865,27.34745153749798,35.22309750707453,47.867548869786596,1
37,1,1,1,39,25,0.6704343337969175,73.64731746190728,85.65719886833357,40.16589120511257,0
36,1,0,0,27,74,0.6418195168014353,5.165735711464103,39.60544774354668,63.00539502645676,1
24,0,1,1,26,71,0.41078880999961176,4.929449276441645,19.9156897597067,49.410224165889645,1
31,1,1,0,14,39,0.48964407603203264,38.628770514554525,42.47941813314118,51.73623408793056,0
6,0,1,1,17,42,0.4154430005920896,35.34731920607206,38.55525014916693,42.190436511893026,0
2,0,1,1,18,21,0.024005044844888856,31.56332153671523,91.54162014667034,37.27233862667799,1
20,1,0,1,45,19,0.3353716062174624,49.101976266891,76.19343757430971,33.43641552811282,0
28,0,1,1,29,7,0.17708225539728983,32.07335823115712,50.51155557440063,58.56476563699664,1
11,0,0,0,20,28,0.09842418910136874,19.225791846809194,98.8370566721571,37.84937126751422,1
4,1,0,0,27,39,0.9567204338893498,30.946954908860093,46.527753127592334,57.603014167551905,1
15,1,1,1,18,89,0.5993597250421656,97.4904272810235,5.823783082027523,45.615057841878155,0
6,1,0,1,4,29,0.7286562842366027,41.11134169948486,26.22743218149849,46.63099203958606,1
30,0,1,0,1,80,0.3153637432661175,44.47127768583358,43.60704802193126,48.76709984371087,1
38,1,1,1,1,83,0.3931471294940152,57.654498995114004,15.690262414612011,44.70834032510173,1
2,1,0,0,26,54,0.23692399389672347,98.33407684142266,94.7565126324043,34.024799088903606,0
15,0,0,0,45,15,0.09696567096542474,24.160127643576303,76.68488978177731,42.385272400113834,1
11,1,0,0,20,45,0.1790316374415838,68.12821105324338,26.828720042777267,56.54937442775754,1
8,1,0,1,23,61,0.7975140452964858,71.59846935417241,59.08045335179158,56.63137605875484,1
26,1,1,0,10,6,0.6775458051837758,60.73244167930659,72.1449157109572,41.44897228959977,0
5,0,1,1,11,79,0.5469288759854769,8.857833963664408,94.1278928906798,48.40410506230752,1
6,0,1,0,41,44,0.47508987286676807,67.68722758275764,88.16353491754107,37.7378891204775,1
26,0,0,1,41,58,0.9224342836561245,6.409471103617548,51.51922261382137,38.41488326119343,0
4,0,0,1,5,55,0.0727349477786684,59.61426495498969,77.46526197930176,30.921883536264296,0
19,1,0,1,1,47,0.28060081323791597,73.95811772217426,56.2144753827585,65.8698619963098,1
20,0,1,0,17,26,0.34993785357071405,21.096989061995043,55.27038900455401,38.428266602996246,1
33,0,0,0,22,52,0.7824258122127878,84.1622007542774,11.47419583381919,39.101355077458535,1
20,1,1,1,34,86,0.9925146201619713,3.0353805533004263,12.613765801615207,41.18405730580527,0
12,1,0,1,45,87,0.24067051475715306,84.3812863658306,52.95336150224574,35.09632286781716,0
1,1,1,1,41,72,0.8743073341370806,46.032905064276505,26.886154497900662,55.57051532725451,1
26,0,1,0,29,34,0.8306227604317913,21.75879399316445,2.103690246046863,33.005718127103464,0
14,0,0,0,4,50,0.22465739764176662,13.3778144993968,72.28392039002122,35.36809705305401,1
38,0,0,0,5,83,0.3993325801992226,95.33071675823726,3.248659669016496,55.790269063603716,1
37,1,1,0,11,36,0.4096728692925191,7.266558758115671,59.52768411040545,43.58642481925771,0
11,1,1,1,21,80,0.9782206685265583,19.909341993592566,53.91937941273144,58.31791306804756,1
36,0,0,1,35,94,0.18089190137889832,34.7822347433046,96.88146905778045,52.29698978680568,0
13,1,0,0,12,56,0.799157971104782,62.023484896112045,48.421313934764164,40.24084692246052,0
3,1,1,0,26,7,0.3341927141731099,54.480108527609836,6.360143637779736,56.03311801957312,1
33,1,0,1,19,78,0.7308703457761604,12.564349241231398,55.16879678064617,34.65094721171523,0
6,0,1,0,45,94,0.42001100429566285,28.972798373821462,84.10961706161014,51.45641532320121,1
10,1,1,0,7,93,0.57835976311654,23.875177108602408,99.68492842814399,47.48592420180138,0
5,1,0,0,47,19,0.8326117733261311,21.354285449034137,43.034317368907246,40.71494331269763,1
23,0,0,0,7,52,0.8041655649838841,41.1144336479987,32.02987424967425,54.16019990958,1
10,0,0,0,26,11,0.8664231835397002,70.40314525916568,90.66532969519989,64.8533436936113,1
2,1,0,0,40,48,0.05961732534465902,21.745293221723593,19.124212907612137,69.95618799052306,0
13,1,0,1,5,16,0.6920505530397448,36.66788797029814,61.542891503292665,54.31051074973698,1
2,0,1,0,21,63,0.13998737672176287,39.09174268411623,40.57144241809477,46.18823497316681,0
20,0,1,0,14,41,0.415818568018411,97.64565294354102,4.108236495555529,39.00828400864806,0
1,1,0,1,4,93,0.5485884150546885,95.46663568790689,34.72884743056978,40.28384357580447,0
37,1,0,1,23,28,0.40273948474683074,80.01375827520759,26.52285225026746,49.17819912599063,0
9,1,0,1,42,18,0.5196116758030075,24.165892081918518,68.60911539434869,44.69110805122837,0
17,1,1,0,20,10,0.9965263087986191,6.803731409166969,94.87904976919181,66.55258090499777,1
9,0,0,1,15,97,0.13521731371285473,31.690413772062477,26.804718737863777,44.73181870622838,0
11,1,0,0,45,49,0.6754560453364256,26.679454943383085,81.14659391516817,44.93778364581742,1
15,1,1,0,29,70,0.3960009663856152,50.59258001463939,5.535981693840952,45.34138049735908,1
24,0,1,0,8,57,0.13300979890732878,77.7727910067793,53.81210100398132,63.464808414706326,0
38,1,0,1,41,33,0.15873676337430953,85.8322938878858,7.055006370989458,56.03153283387607,1
35,0,0,1,48,19,0.9492731062456169,84.48640854105085,93.40329911306394,54.56675401275571,1
30,1,0,1,19,49,0.879601496711762,35.967556122306775,76.63512805573902,43.365720895354485,0
31,1,1,1,48,87,0.9070419604150218,68.72343434606829,65.79499112045923,62.71616707329758,1
5,0,0,1,39,9,0.9915327758273865,31.283419752422002,82.38963816246643,31.534554454228044,0
14,0,0,0,46,31,0.20831539000851795,6.090554323518271,64.75197955701631,64.83188689352453,0
11,1,0,0,28,51,0.35543933736406175,70.15652656029422,96.89443971742911,50.50999599175718,0
9,1,1,0,46,14,0.6692190299248667,0.9827552569787845,71.39579478647715,45.93000939453651,1
34,1,1,0,27,83,0.48380253986064725,40.91825874584886,92.46586095822468,49.88669122870743,1
12,0,0,1,4,2,0.4183895333783335,32.937926930207574,51.713189201063805,56.69662122135324,1
35,1,0,1,15,36,0.35781124933559305,69.33775385188524,11.706441298186265,30.510617060715894,1
35,0,1,0,35,39,0.5937806319434522,76.62454727603789,52.81777214230171,64.86207425832991,0
1,0,1,1,37,71,0.575593428640082,30.409463597128383,12.68728280630933,47.86958101245571,0
22,1,1,1,1,39,0.16145783406424008,81.16270144448535,59.249347917640506,43.71866078800313,1
29,0,1,0,3,55,0.47173983751843906,29.391676050493377,48.24930605276629,35.529822625362286,0
8,1,1,0,47,22,0.5534717762098499,44.63263599865612,62.25753978327817,47.57861497433768,1
11,1,1,1,24,10,0.5702869387313905,72.7018527014134,1.0046981054831594,49.85291085137516,0
37,1,1,1,27,63,0.2101071929123518,69.29202292247886,19.484049165536412,46.14586777973911,0
14,1,1,0,40,7,0.7422713922522868,98.73684723122,49.13304319121309,57.14640375307589,0
30,1,1,0,36,92,0.025199094821069634,22.51610242159319,95.05035615891349,46.83586115036904,0
35,0,0,0,34,93,0.35483185554316266,66.23179135395823,38.360904035515844,68.45670311386294,0
21,0,0,1,29,55,0.7802126485356335,60.96819082757774,42.43720260536347,53.971100712943674,1
37,1,0,0,24,59,0.5638929210554023,91.509845449003,71.46960890066222,62.29911742607636,1
